amerykańskim	amerykański	adj:sg:inst:m1.m2.m3.n1.n2:pos	pospolita
amerykańskiego	amerykański	adj:sg:gen:m1.m2.m3.n1.n2:pos	pospolita
amerykańskich	amerykański	adj:pl:acc:m1.p1:pos	pospolita
amerykańskiego	amerykański	adj:sg:acc:m1.m2:pos	pospolita
amerykańsko	amerykański	adja	pospolita
amerykańskie	amerykański	adj:pl:acc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
amerykańskich	amerykański	adj:pl:loc:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
amerykańskie	amerykański	adj:sg:acc:n1.n2:pos	pospolita
amerykańskich	amerykański	adj:pl:gen:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
amerykańskimi	amerykański	adj:pl:inst:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
amerykańskie	amerykański	adj:pl:nom.voc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
amerykańskim	amerykański	adj:sg:loc:m1.m2.m3.n1.n2:pos	pospolita
amerykańsku	amerykański	adjp	pospolita
amerykańskie	amerykański	adj:sg:nom.voc:n1.n2:pos	pospolita
amerykańskim	amerykański	adj:pl:dat:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
amerykańskiej	amerykański	adj:sg:gen:f:pos	pospolita
amerykańskiej	amerykański	adj:sg:dat:f:pos	pospolita
amerykański	amerykański	adj:sg:nom.voc:m1.m2.m3:pos	pospolita
amerykańskiej	amerykański	adj:sg:loc:f:pos	pospolita
amerykańscy	amerykański	adj:pl:nom.voc:m1.p1:pos	pospolita
amerykański	amerykański	adj:sg:acc:m3:pos	pospolita
amerykańskiemu	amerykański	adj:sg:dat:m1.m2.m3.n1.n2:pos	pospolita
amerykańską	amerykański	adj:sg:inst:f:pos	pospolita
amerykańską	amerykański	adj:sg:acc:f:pos	pospolita
amerykańska	amerykański	adj:sg:nom.voc:f:pos	pospolita
anglo-amerykańskie	anglo-amerykański	adj:pl:acc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
anglo-amerykańskie	anglo-amerykański	adj:sg:nom.voc:n1.n2:pos	pospolita
anglo-amerykańską	anglo-amerykański	adj:sg:acc:f:pos	pospolita
anglo-amerykańskiej	anglo-amerykański	adj:sg:loc:f:pos	pospolita
anglo-amerykańskim	anglo-amerykański	adj:sg:inst:m1.m2.m3.n1.n2:pos	pospolita
anglo-amerykańskie	anglo-amerykański	adj:sg:acc:n1.n2:pos	pospolita
anglo-amerykańskie	anglo-amerykański	adj:pl:nom.voc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
anglo-amerykańskiego	anglo-amerykański	adj:sg:acc:m1.m2:pos	pospolita
anglo-amerykańskiej	anglo-amerykański	adj:sg:gen:f:pos	pospolita
anglo-amerykańskiej	anglo-amerykański	adj:sg:dat:f:pos	pospolita
anglo-amerykańskiego	anglo-amerykański	adj:sg:gen:m1.m2.m3.n1.n2:pos	pospolita
anglo-amerykańska	anglo-amerykański	adj:sg:nom.voc:f:pos	pospolita
anglo-amerykańskiemu	anglo-amerykański	adj:sg:dat:m1.m2.m3.n1.n2:pos	pospolita
anglo-amerykańscy	anglo-amerykański	adj:pl:nom.voc:m1.p1:pos	pospolita
anglo-amerykańskim	anglo-amerykański	adj:pl:dat:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
anglo-amerykańsku	anglo-amerykański	adjp	pospolita
anglo-amerykańskich	anglo-amerykański	adj:pl:loc:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
anglo-amerykański	anglo-amerykański	adj:sg:nom.voc:m1.m2.m3:pos	pospolita
anglo-amerykańsko	anglo-amerykański	adja	pospolita
anglo-amerykański	anglo-amerykański	adj:sg:acc:m3:pos	pospolita
anglo-amerykańskimi	anglo-amerykański	adj:pl:inst:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
anglo-amerykańską	anglo-amerykański	adj:sg:inst:f:pos	pospolita
anglo-amerykańskim	anglo-amerykański	adj:sg:loc:m1.m2.m3.n1.n2:pos	pospolita
anglo-amerykańskich	anglo-amerykański	adj:pl:acc:m1.p1:pos	pospolita
anglo-amerykańskich	anglo-amerykański	adj:pl:gen:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
nieanglo-amerykańską	nieanglo-amerykański	adj:sg:inst:f:pos	pospolita
nieanglo-amerykańskich	nieanglo-amerykański	adj:pl:gen:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
nieanglo-amerykańskimi	nieanglo-amerykański	adj:pl:inst:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
nieanglo-amerykańską	nieanglo-amerykański	adj:sg:acc:f:pos	pospolita
nieanglo-amerykańskich	nieanglo-amerykański	adj:pl:acc:m1.p1:pos	pospolita
nieanglo-amerykańskim	nieanglo-amerykański	adj:pl:dat:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
nieanglo-amerykańskim	nieanglo-amerykański	adj:sg:loc:m1.m2.m3.n1.n2:pos	pospolita
nieanglo-amerykańska	nieanglo-amerykański	adj:sg:nom.voc:f:pos	pospolita
nieanglo-amerykańskim	nieanglo-amerykański	adj:sg:inst:m1.m2.m3.n1.n2:pos	pospolita
nieanglo-amerykańscy	nieanglo-amerykański	adj:pl:nom.voc:m1.p1:pos	pospolita
nieanglo-amerykański	nieanglo-amerykański	adj:sg:nom.voc:m1.m2.m3:pos	pospolita
nieanglo-amerykański	nieanglo-amerykański	adj:sg:acc:m3:pos	pospolita
nieanglo-amerykańskiemu	nieanglo-amerykański	adj:sg:dat:m1.m2.m3.n1.n2:pos	pospolita
nieanglo-amerykańskie	nieanglo-amerykański	adj:pl:acc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
nieanglo-amerykańskich	nieanglo-amerykański	adj:pl:loc:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
nieanglo-amerykańskie	nieanglo-amerykański	adj:pl:nom.voc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
nieanglo-amerykańskiej	nieanglo-amerykański	adj:sg:loc:f:pos	pospolita
nieanglo-amerykańskie	nieanglo-amerykański	adj:sg:acc:n1.n2:pos	pospolita
nieanglo-amerykańskiej	nieanglo-amerykański	adj:sg:gen:f:pos	pospolita
nieanglo-amerykańskie	nieanglo-amerykański	adj:sg:nom.voc:n1.n2:pos	pospolita
nieanglo-amerykańskiej	nieanglo-amerykański	adj:sg:dat:f:pos	pospolita
nieanglo-amerykańskiego	nieanglo-amerykański	adj:sg:acc:m1.m2:pos	pospolita
nieanglo-amerykańskiego	nieanglo-amerykański	adj:sg:gen:m1.m2.m3.n1.n2:pos	pospolita
wynalazce	wynalazca	depr:pl:voc:m2	pospolita
wynalazców	wynalazca	subst:pl:gen:m1	pospolita
wynalazce	wynalazca	depr:pl:nom:m2	pospolita
wynalazców	wynalazca	subst:pl:acc:m1	pospolita
wynalazcom	wynalazca	subst:pl:dat:m1	pospolita
wynalazco	wynalazca	subst:sg:voc:m1	pospolita
wynalazcę	wynalazca	subst:sg:acc:m1	pospolita
wynalazcą	wynalazca	subst:sg:inst:m1	pospolita
wynalazcy	wynalazca	subst:pl:voc:m1	pospolita
wynalazca	wynalazca	subst:sg:nom:m1	pospolita
wynalazcy	wynalazca	subst:pl:nom:m1	pospolita
wynalazcami	wynalazca	subst:pl:inst:m1	pospolita
wynalazcach	wynalazca	subst:pl:loc:m1	pospolita
wynalazcy	wynalazca	subst:sg:dat:m1	pospolita
wynalazcy	wynalazca	subst:sg:gen:m1	pospolita
wynalazcy	wynalazca	subst:sg:loc:m1	pospolita
pierwszej	pierwsza	subst:sg:loc:f	pospolita
pierwszej	pierwsza	subst:sg:gen:f	pospolita
pierwszej	pierwsza	subst:sg:dat:f	pospolita
pierwszej	pierwszy	adj:sg:gen:f:pos	pospolita
pierwszej	pierwszy	adj:sg:dat:f:pos	pospolita
pierwszej	pierwszy	adj:sg:loc:f:pos	pospolita
działającej	działać	pact:sg:gen.dat.loc:f:imperf:aff	pospolita
mechanicznej	mechaniczny	adj:sg:loc:f:pos	pospolita
mechanicznej	mechaniczny	adj:sg:gen:f:pos	pospolita
mechanicznej	mechaniczny	adj:sg:dat:f:pos	pospolita
kasy	kasa	subst:pl:acc:f	pospolita
kasy	kasa	subst:pl:voc:f	pospolita
kasy	kasa	subst:sg:gen:f	pospolita
kasy	kasa	subst:pl:nom:f	pospolita
właścicielem	właściciel	subst:sg:inst:m1	pospolita
pierwszy	pierwszy	subst:sg:voc:m3	pospolita
pierwszymi	pierwszy	subst:pl:inst:m3	pospolita
pierwsze	pierwszy	subst:pl:acc:m3	pospolita
pierwszy	pierwszy	subst:sg:nom:m3	pospolita
pierwszych	pierwszy	subst:pl:gen:m3	pospolita
pierwszy	pierwszy	subst:sg:acc:m3	pospolita
pierwsze	pierwszy	subst:pl:voc:m3	pospolita
pierwsze	pierwszy	subst:pl:nom:m3	pospolita
pierwszemu	pierwszy	subst:sg:dat:m3	pospolita
pierwszego	pierwszy	subst:sg:gen:m3	pospolita
pierwszych	pierwszy	subst:pl:loc:m3	pospolita
pierwszym	pierwszy	subst:sg:loc:m3	pospolita
pierwszym	pierwszy	subst:sg:inst:m3	pospolita
pierwszym	pierwszy	subst:pl:dat:m3	pospolita
pierwsza	pierwszy	adj:sg:nom.voc:f:pos	pospolita
pierwsze	pierwszy	adj:sg:nom.voc:n1.n2:pos	pospolita
pierwszych	pierwszy	adj:pl:gen:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
pierwszy	pierwszy	adj:sg:nom.voc:m1.m2.m3:pos	pospolita
pierwszy	pierwszy	adj:sg:acc:m3:pos	pospolita
pierwszych	pierwszy	adj:pl:acc:m1.p1:pos	pospolita
pierwszo	pierwszy	adja	pospolita
pierwszych	pierwszy	adj:pl:loc:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
pierwszego	pierwszy	adj:sg:acc:m1.m2:pos	pospolita
pierwsi	pierwszy	adj:pl:nom.voc:m1.p1:pos	pospolita
pierwszej	pierwszy	adj:sg:gen:f:pos	pospolita
pierwszej	pierwszy	adj:sg:dat:f:pos	pospolita
pierwszego	pierwszy	adj:sg:gen:m1.m2.m3.n1.n2:pos	pospolita
pierwszemu	pierwszy	adj:sg:dat:m1.m2.m3.n1.n2:pos	pospolita
pierwszej	pierwszy	adj:sg:loc:f:pos	pospolita
pierwsze	pierwszy	adj:sg:acc:n1.n2:pos	pospolita
pierwszym	pierwszy	adj:sg:inst:m1.m2.m3.n1.n2:pos	pospolita
pierwsze	pierwszy	adj:pl:nom.voc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
pierwszymi	pierwszy	adj:pl:inst:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
pierwsze	pierwszy	adj:pl:acc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
pierwszym	pierwszy	adj:pl:dat:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
pierwszą	pierwszy	adj:sg:inst:f:pos	pospolita
pierwszą	pierwszy	adj:sg:acc:f:pos	pospolita
pierwszym	pierwszy	adj:sg:loc:m1.m2.m3.n1.n2:pos	pospolita
AR-ze	AR	subst:sg:loc:m3	własna
AR-ze	AR	subst:sg:voc:m3	własna
ARiMR-ze	ARiMR	subst:sg:voc:m3	własna
ARiMR-ze	ARiMR	subst:sg:loc:m3	własna
ASR-ze	ASR	subst:sg:voc:m3	pospolita
ASR-ze	ASR	subst:sg:loc:m3	pospolita
BBWR-ze	BBWR	subst:sg:loc:m3	własna
BBWR-ze	BBWR	subst:sg:voc:m3	własna
BOR-ze	BOR	subst:sg:voc:m3	własna
BOR-ze	BOR	subst:sg:loc:m3	własna
BR-ze	BR	subst:sg:loc:m3	pospolita
BR-ze	BR	subst:sg:voc:m3	pospolita
BRR-ze	BRR	subst:sg:voc:m3	organizacja
BRR-ze	BRR	subst:sg:loc:m3	organizacja
BSR-ze	BSR	subst:sg:voc:m3	organizacja
BSR-ze	BSR	subst:sg:loc:m3	organizacja
EBOiR-ze	EBOiR	subst:sg:voc:m3	organizacja
EBOiR-ze	EBOiR	subst:sg:loc:m3	organizacja
EBOR-ze	EBOR	subst:sg:voc:m3	pospolita
EBOR-ze	EBOR	subst:sg:loc:m3	pospolita
FIR-ze	FIR	subst:sg:voc:m3	
FIR-ze	FIR	subst:sg:loc:m3	
GOPR-ze	GOPR	subst:sg:loc:m3	własna
GOPR-ze	GOPR	subst:sg:voc:m3	własna
IAR-ze	IAR	subst:sg:loc:m3	
IAR-ze	IAR	subst:sg:voc:m3	
IFOR-ze	IFOR	subst:sg:voc:m3	własna
IFOR-ze	IFOR	subst:sg:loc:m3	własna
KOR-ze	KOR	subst:sg:voc:m3	własna
KOR-ze	KOR	subst:sg:loc:m3	własna
KPZR-ze	KPZR	subst:sg:voc:m3	własna
KPZR-ze	KPZR	subst:sg:loc:m3	własna
LPR-ze	LPR	subst:sg:voc:m3	własna
LPR-ze	LPR	subst:sg:loc:m3	własna
ŁBR-ze	ŁBR	subst:sg:voc:m3	organizacja
ŁBR-ze	ŁBR	subst:sg:loc:m3	organizacja
MBOiR-ze	MBOiR	subst:sg:voc:m3	organizacja
MBOiR-ze	MBOiR	subst:sg:loc:m3	organizacja
MOSiR-ze	MOSiR	subst:sg:loc:m3	pospolita
MOSiR-ze	MOSiR	subst:sg:voc:m3	pospolita
MRR-ze	MRR	subst:sg:loc:m3	własna
MRR-ze	MRR	subst:sg:voc:m3	własna
OCR-ze	OCR	subst:sg:loc:m3	pospolita
OCR-ze	OCR	subst:sg:voc:m3	pospolita
OMTUR-ze	OMTUR	subst:sg:voc:m3	
OMTUR-ze	OMTUR	subst:sg:loc:m3	
ONR-ze	ONR	subst:sg:voc:m3	pospolita
ONR-ze	ONR	subst:sg:loc:m3	pospolita
PBR-ze	PBR	subst:sg:loc:m3	organizacja
PBR-ze	PBR	subst:sg:voc:m3	organizacja
PGR-ze	PGR	subst:sg:loc:m3	pospolita
PGR-ze	PGR	subst:sg:voc:m3	pospolita
PPR-ze	PPR	subst:sg:loc:m3	własna
PPR-ze	PPR	subst:sg:voc:m3	własna
PR-ze	PR	subst:sg:loc:m3	pospolita
PR-ze	PR	subst:sg:voc:m3	pospolita
PUR-ze	PUR	subst:sg:voc:m3	własna
PUR-ze	PUR	subst:sg:loc:m3	własna
PZPR-ze	PZPR	subst:sg:loc:m3	własna
PZPR-ze	PZPR	subst:sg:voc:m3	własna
RdR-ze	RdR	subst:sg:voc:m3	własna
RdR-ze	RdR	subst:sg:loc:m3	własna
ROR-ze	ROR	subst:sg:loc:m3	pospolita
ROR-ze	ROR	subst:sg:voc:m3	pospolita
STAR-ze	STAR	subst:sg:loc:m2	własna
STAR-ze	STAR	subst:sg:voc:m2	własna
STOCER-ze	STOCER	subst:sg:loc:n2	
STOCER-ze	STOCER	subst:sg:voc:n2	
SUDANAIR-ze	SUDANAIR	subst:sg:voc:m3	organizacja
SUDANAIR-ze	SUDANAIR	subst:sg:loc:m3	organizacja
TIR-ze	TIR	subst:sg:voc:m2	pospolita
TIR-ze	TIR	subst:sg:loc:m2	pospolita
TOPR-ze	TOPR	subst:sg:voc:m3	własna
TOPR-ze	TOPR	subst:sg:loc:m3	własna
TORWAR-ze	TORWAR	subst:sg:voc:m3	
TORWAR-ze	TORWAR	subst:sg:loc:m3	
TPPR-ze	TPPR	subst:sg:loc:m3	własna
TPPR-ze	TPPR	subst:sg:voc:m3	własna
TUR-ze	TUR	subst:sg:loc:m3	własna
TUR-ze	TUR	subst:sg:voc:m3	własna
UPR-ze	UPR	subst:sg:voc:m3	własna
UPR-ze	UPR	subst:sg:loc:m3	własna
UWr-ze	UWr	subst:sg:voc:m3	własna
UWr-ze	UWr	subst:sg:loc:m3	własna
VCR-ze	VCR	subst:sg:voc:m3	pospolita
VCR-ze	VCR	subst:sg:loc:m3	pospolita
WKR-ze	WKR	subst:sg:loc:m3	pospolita
WKR-ze	WKR	subst:sg:voc:m3	pospolita
WOPR-ze	WOPR	subst:sg:loc:m3	pospolita
WOPR-ze	WOPR	subst:sg:voc:m3	pospolita
ze	z	prep:gen:wok	pospolita
ze	z	prep:inst:wok	pospolita
ze	z	prep:acc:wok	pospolita
ZAKR-ze	ZAKR	subst:sg:voc:m3	
ZAKR-ze	ZAKR	subst:sg:loc:m3	
ZSR-ze	ZSR	subst:sg:voc:m3	
ZSR-ze	ZSR	subst:sg:loc:m3	
swych	swój	adj:pl:loc:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
swych	swój	adj:pl:gen:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
swych	swój	adj:pl:acc:m1.p1:pos	pospolita
otworzył	otworzyć	praet:sg:m1.m2.m3:perf	pospolita
w	w	prep:acc:nwok	pospolita
we	w	prep:loc:wok	pospolita
w	w	prep:loc:nwok	pospolita
we	w	prep:acc:wok	pospolita
roku	rok	subst:sg:voc:m3	pospolita
roku	rok	subst:sg:loc:m3	pospolita
roku	rok	subst:sg:gen:m3	pospolita
roku	rok	subst:sg:gen:m3	pospolita
roku	rok	subst:sg:loc:m3	pospolita
roku	rok	subst:sg:voc:m3	pospolita
W-Z	W-Z	subst:sg:acc:f	pospolita
W-Z	W-Z	subst:pl:gen:f	pospolita
W-Z	W-Z	subst:pl:acc:f	pospolita
W-Z	W-Z	subst:pl:dat:f	pospolita
W-Z	W-Z	subst:pl:inst:f	pospolita
W-Z	W-Z	subst:pl:nom:f	pospolita
W-Z	W-Z	subst:sg:dat:f	pospolita
W-Z	W-Z	subst:sg:inst:f	pospolita
W-Z	W-Z	subst:sg:nom:f	pospolita
W-Z	W-Z	subst:pl:voc:f	pospolita
W-Z	W-Z	subst:pl:loc:f	pospolita
W-Z	W-Z	subst:sg:voc:f	pospolita
W-Z	W-Z	subst:sg:gen:f	pospolita
W-Z	W-Z	subst:sg:loc:f	pospolita
roku	rok	subst:sg:voc:m3	pospolita
roku	rok	subst:sg:loc:m3	pospolita
roku	rok	subst:sg:gen:m3	pospolita
roku	rok	subst:sg:gen:m3	pospolita
roku	rok	subst:sg:loc:m3	pospolita
roku	rok	subst:sg:voc:m3	pospolita
otworzył	otworzyć	praet:sg:m1.m2.m3:perf	pospolita
w	w	prep:acc:nwok	pospolita
we	w	prep:loc:wok	pospolita
w	w	prep:loc:nwok	pospolita
we	w	prep:acc:wok	pospolita
lokali	lokal	subst:pl:gen:m3	pospolita
lokalem	lokal	subst:sg:inst:m3	pospolita
lokal	lokal	subst:sg:nom:m3	pospolita
lokal	lokal	subst:sg:acc:m3	pospolita
lokalach	lokal	subst:pl:loc:m3	pospolita
lokale	lokal	subst:pl:acc:m3	pospolita
lokale	lokal	subst:pl:voc:m3	pospolita
lokale	lokal	subst:pl:nom:m3	pospolita
lokalami	lokal	subst:pl:inst:m3	pospolita
lokalu	lokal	subst:sg:voc:m3	pospolita
lokalom	lokal	subst:pl:dat:m3	pospolita
lokalu	lokal	subst:sg:loc:m3	pospolita
lokalu	lokal	subst:sg:gen:m3	pospolita
lokalów	lokal	subst:pl:gen:m3	pospolita
lokalowi	lokal	subst:sg:dat:m3	pospolita
której	który	adj:sg:gen:f:pos	pospolita
który	który	adj:sg:acc:m3:pos	pospolita
którzy	który	adj:pl:nom.voc:m1.p1:pos	pospolita
który	który	adj:sg:nom.voc:m1.m2.m3:pos	pospolita
której	który	adj:sg:dat:f:pos	pospolita
którego	który	adj:sg:gen:m1.m2.m3.n1.n2:pos	pospolita
której	który	adj:sg:loc:f:pos	pospolita
któro	który	adja	pospolita
któremu	który	adj:sg:dat:m1.m2.m3.n1.n2:pos	pospolita
któren	który	adj:sg:nom:m1.m2.m3:pos	pospolita
któren	który	adj:sg:acc:m3:pos	pospolita
których	który	adj:pl:gen:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
którymi	który	adj:pl:inst:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
których	który	adj:pl:acc:m1.p1:pos	pospolita
którym	który	adj:sg:loc:m1.m2.m3.n1.n2:pos	pospolita
którym	który	adj:pl:dat:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
których	który	adj:pl:loc:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
którym	który	adj:sg:inst:m1.m2.m3.n1.n2:pos	pospolita
którego	który	adj:sg:acc:m1.m2:pos	pospolita
które	który	adj:pl:nom.voc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
które	który	adj:pl:acc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
którą	który	adj:sg:inst:f:pos	pospolita
którą	który	adj:sg:acc:f:pos	pospolita
która	który	adj:sg:nom.voc:f:pos	pospolita
które	który	adj:sg:acc:n1.n2:pos	pospolita
które	który	adj:sg:nom.voc:n1.n2:pos	pospolita
wkrótce	wkrótce	adv	pospolita
zdobył	zdobyć	praet:sg:m1.m2.m3:perf	pospolita
ogromną	ogromny	adj:sg:inst:f:pos	pospolita
ogromną	ogromny	adj:sg:acc:f:pos	pospolita
tu	tu	adv	pospolita
mainę	maina	subst:sg:acc:f	pospolita
mainami	maina	subst:pl:inst:f	pospolita
mainą	maina	subst:sg:inst:f	pospolita
mainy	maina	subst:sg:gen:f	pospolita
mainy	maina	subst:pl:nom:f	pospolita
mainie	maina	subst:sg:loc:f	pospolita
mainom	maina	subst:pl:dat:f	pospolita
main	maina	subst:pl:gen:f	pospolita
mainie	maina	subst:sg:dat:f	pospolita
maino	maina	subst:sg:voc:f	pospolita
mainy	maina	subst:pl:acc:f	pospolita
mainy	maina	subst:pl:voc:f	pospolita
mainach	maina	subst:pl:loc:f	pospolita
maina	maina	subst:sg:nom:f	pospolita
Buffalo	Buffalo	subst:pl:nom:n2	geograficzna
Buffalo	Buffalo	subst:sg:acc:n2	geograficzna
Buffalo	Buffalo	subst:pl:inst:n2	geograficzna
Buffalo	Buffalo	subst:pl:voc:n2	geograficzna
Buffalo	Buffalo	subst:sg:voc:n2	geograficzna
Buffalo	Buffalo	subst:pl:gen:n2	geograficzna
Buffalo	Buffalo	subst:pl:acc:n2	geograficzna
Buffalo	Buffalo	subst:pl:dat:n2	geograficzna
Buffalo	Buffalo	subst:sg:dat:n2	geograficzna
Buffalo	Buffalo	subst:pl:loc:n2	geograficzna
Buffalo	Buffalo	subst:sg:gen:n2	geograficzna
Buffalo	Buffalo	subst:sg:nom:n2	geograficzna
Buffalo	Buffalo	subst:sg:loc:n2	geograficzna
Buffalo	Buffalo	subst:sg:inst:n2	geograficzna
Buffalo	Buffalo	subst:pl:acc:m1	własna
Buffalo	Buffalo	subst:pl:voc:m1	własna
Buffalo	Buffalo	subst:pl:dat:m1	własna
Buffalo	Buffalo	subst:pl:nom:m1	własna
Buffalo	Buffalo	depr:pl:voc:m2	własna
Buffalo	Buffalo	subst:sg:voc:m1	własna
Buffalo	Buffalo	subst:pl:loc:m1	własna
Buffalo	Buffalo	subst:pl:gen:m1	własna
Buffalo	Buffalo	subst:pl:inst:m1	własna
Buffalo	Buffalo	subst:sg:acc:m1	własna
Buffalo	Buffalo	depr:pl:nom:m2	własna
Buffalo	Buffalo	subst:sg:loc:m1	własna
Buffalo	Buffalo	subst:sg:inst:m1	własna
Buffalo	Buffalo	subst:sg:nom:m1	własna
Buffalo	Buffalo	subst:sg:gen:m1	własna
Buffalo	Buffalo	subst:sg:dat:m1	własna
słynnego	słynny	adj:sg:acc:m1.m2:pos	pospolita
słynne	słynny	adj:pl:nom.voc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
słynną	słynny	adj:sg:acc:f:pos	pospolita
słynną	słynny	adj:sg:inst:f:pos	pospolita
słynne	słynny	adj:pl:acc:m2.m3.f.n1.n2.p2.p3:pos	pospolita
słynno	słynny	adja	pospolita
słynne	słynny	adj:sg:acc:n1.n2:pos	pospolita
słynne	słynny	adj:sg:nom.voc:n1.n2:pos	pospolita
słynna	słynny	adj:sg:nom.voc:f:pos	pospolita
słynni	słynny	adj:pl:nom.voc:m1.p1:pos	pospolita
słynnemu	słynny	adj:sg:dat:m1.m2.m3.n1.n2:pos	pospolita
słynnego	słynny	adj:sg:gen:m1.m2.m3.n1.n2:pos	pospolita
słynnej	słynny	adj:sg:loc:f:pos	pospolita
słynnej	słynny	adj:sg:dat:f:pos	pospolita
słynnej	słynny	adj:sg:gen:f:pos	pospolita
słynnych	słynny	adj:pl:loc:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
słynny	słynny	adj:sg:acc:m3:pos	pospolita
słynnymi	słynny	adj:pl:inst:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
słynnych	słynny	adj:pl:acc:m1.p1:pos	pospolita
słynnych	słynny	adj:pl:gen:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
słynny	słynny	adj:sg:nom.voc:m1.m2.m3:pos	pospolita
słynnym	słynny	adj:sg:loc:m1.m2.m3.n1.n2:pos	pospolita
słynnym	słynny	adj:sg:inst:m1.m2.m3.n1.n2:pos	pospolita
słynnym	słynny	adj:pl:dat:m1.m2.m3.f.n1.n2.p1.p2.p3:pos	pospolita
