IAR-ze;IAR;subst;sg;m3;
IAR-ze;IAR;subst;sg;m3;
IFOR-ze;IFOR;subst;sg;m3;własna
IFOR-ze;IFOR;subst;sg;m3;własna
KOR-ze;KOR;subst;sg;m3;własna
KOR-ze;KOR;subst;sg;m3;własna
KPZR-ze;KPZR;subst;sg;m3;własna
KPZR-ze;KPZR;subst;sg;m3;własna
LPR-ze;LPR;subst;sg;m3;własna
LPR-ze;LPR;subst;sg;m3;własna
ŁBR-ze;ŁBR;subst;sg;m3;organizacja
ŁBR-ze;ŁBR;subst;sg;m3;organizacja
MBOiR-ze;MBOiR;subst;sg;m3;organizacja
MBOiR-ze;MBOiR;subst;sg;m3;organizacja
MOSiR-ze;MOSiR;subst;sg;m3;pospolita
MOSiR-ze;MOSiR;subst;sg;m3;pospolita
MRR-ze;MRR;subst;sg;m3;własna
MRR-ze;MRR;subst;sg;m3;własna
OCR-ze;OCR;subst;sg;m3;pospolita
OCR-ze;OCR;subst;sg;m3;pospolita
OMTUR-ze;OMTUR;subst;sg;m3;
OMTUR-ze;OMTUR;subst;sg;m3;
ONR-ze;ONR;subst;sg;m3;pospolita
ONR-ze;ONR;subst;sg;m3;pospolita
PBR-ze;PBR;subst;sg;m3;organizacja
PBR-ze;PBR;subst;sg;m3;organizacja
PGR-ze;PGR;subst;sg;m3;pospolita
PGR-ze;PGR;subst;sg;m3;pospolita
PPR-ze;PPR;subst;sg;m3;własna
PPR-ze;PPR;subst;sg;m3;własna
PR-ze;PR;subst;sg;m3;pospolita
PR-ze;PR;subst;sg;m3;pospolita
PUR-ze;PUR;subst;sg;m3;własna
PUR-ze;PUR;subst;sg;m3;własna
PZPR-ze;PZPR;subst;sg;m3;własna
PZPR-ze;PZPR;subst;sg;m3;własna
RdR-ze;RdR;subst;sg;m3;własna
RdR-ze;RdR;subst;sg;m3;własna
ROR-ze;ROR;subst;sg;m3;pospolita
ROR-ze;ROR;subst;sg;m3;pospolita
STAR-ze;STAR;subst;sg;m2;własna
STAR-ze;STAR;subst;sg;m2;własna
STOCER-ze;STOCER;subst;sg;n2;
STOCER-ze;STOCER;subst;sg;n2;
SUDANAIR-ze;SUDANAIR;subst;sg;m3;organizacja
SUDANAIR-ze;SUDANAIR;subst;sg;m3;organizacja
TIR-ze;TIR;subst;sg;m2;pospolita
TIR-ze;TIR;subst;sg;m2;pospolita
TOPR-ze;TOPR;subst;sg;m3;własna
TOPR-ze;TOPR;subst;sg;m3;własna
TORWAR-ze;TORWAR;subst;sg;m3;
TORWAR-ze;TORWAR;subst;sg;m3;
TPPR-ze;TPPR;subst;sg;m3;własna
TPPR-ze;TPPR;subst;sg;m3;własna
TUR-ze;TUR;subst;sg;m3;własna
TUR-ze;TUR;subst;sg;m3;własna
UPR-ze;UPR;subst;sg;m3;własna
UPR-ze;UPR;subst;sg;m3;własna
UWr-ze;UWr;subst;sg;m3;własna
UWr-ze;UWr;subst;sg;m3;własna
VCR-ze;VCR;subst;sg;m3;pospolita
VCR-ze;VCR;subst;sg;m3;pospolita
WKR-ze;WKR;subst;sg;m3;pospolita
WKR-ze;WKR;subst;sg;m3;pospolita
WOPR-ze;WOPR;subst;sg;m3;pospolita
WOPR-ze;WOPR;subst;sg;m3;pospolita
ZAKR-ze;ZAKR;subst;sg;m3;
ZAKR-ze;ZAKR;subst;sg;m3;
ZSR-ze;ZSR;subst;sg;m3;
ZSR-ze;ZSR;subst;sg;m3;
roku;rok;subst;sg;m3;pospolita
roku;rok;subst;sg;m3;pospolita
roku;rok;subst;sg;m3;pospolita
roku;rok;subst;sg;m3;pospolita
roku;rok;subst;sg;m3;pospolita
roku;rok;subst;sg;m3;pospolita
W-Z;W-Z;subst;sg;f;pospolita
W-Z;W-Z;subst;pl;f;pospolita
W-Z;W-Z;subst;pl;f;pospolita
W-Z;W-Z;subst;pl;f;pospolita
W-Z;W-Z;subst;pl;f;pospolita
W-Z;W-Z;subst;pl;f;pospolita
W-Z;W-Z;subst;sg;f;pospolita
W-Z;W-Z;subst;sg;f;pospolita
W-Z;W-Z;subst;sg;f;pospolita
W-Z;W-Z;subst;pl;f;pospolita
W-Z;W-Z;subst;pl;f;pospolita
W-Z;W-Z;subst;sg;f;pospolita
W-Z;W-Z;subst;sg;f;pospolita
W-Z;W-Z;subst;sg;f;pospolita
roku;rok;subst;sg;m3;pospolita
roku;rok;subst;sg;m3;pospolita
roku;rok;subst;sg;m3;pospolita
roku;rok;subst;sg;m3;pospolita
roku;rok;subst;sg;m3;pospolita
roku;rok;subst;sg;m3;pospolita
lokali;lokal;subst;pl;m3;pospolita
lokalem;lokal;subst;sg;m3;pospolita
lokal;lokal;subst;sg;m3;pospolita
lokal;lokal;subst;sg;m3;pospolita
lokalach;lokal;subst;pl;m3;pospolita
lokale;lokal;subst;pl;m3;pospolita
lokale;lokal;subst;pl;m3;pospolita
lokale;lokal;subst;pl;m3;pospolita
lokalami;lokal;subst;pl;m3;pospolita
lokalu;lokal;subst;sg;m3;pospolita
lokalom;lokal;subst;pl;m3;pospolita
lokalu;lokal;subst;sg;m3;pospolita
lokalu;lokal;subst;sg;m3;pospolita
lokalów;lokal;subst;pl;m3;pospolita
lokalowi;lokal;subst;sg;m3;pospolita
mainę;maina;subst;sg;f;pospolita
mainami;maina;subst;pl;f;pospolita
mainą;maina;subst;sg;f;pospolita
mainy;maina;subst;sg;f;pospolita
mainy;maina;subst;pl;f;pospolita
mainie;maina;subst;sg;f;pospolita
mainom;maina;subst;pl;f;pospolita
main;maina;subst;pl;f;pospolita
mainie;maina;subst;sg;f;pospolita
maino;maina;subst;sg;f;pospolita
mainy;maina;subst;pl;f;pospolita
mainy;maina;subst;pl;f;pospolita
mainach;maina;subst;pl;f;pospolita
maina;maina;subst;sg;f;pospolita
Buffalo;Buffalo;subst;pl;n2;geograficzna
Buffalo;Buffalo;subst;sg;n2;geograficzna
Buffalo;Buffalo;subst;pl;n2;geograficzna
Buffalo;Buffalo;subst;pl;n2;geograficzna
Buffalo;Buffalo;subst;sg;n2;geograficzna
Buffalo;Buffalo;subst;pl;n2;geograficzna
Buffalo;Buffalo;subst;pl;n2;geograficzna
Buffalo;Buffalo;subst;pl;n2;geograficzna
Buffalo;Buffalo;subst;sg;n2;geograficzna
Buffalo;Buffalo;subst;pl;n2;geograficzna
Buffalo;Buffalo;subst;sg;n2;geograficzna
Buffalo;Buffalo;subst;sg;n2;geograficzna
Buffalo;Buffalo;subst;sg;n2;geograficzna
Buffalo;Buffalo;subst;sg;n2;geograficzna
Buffalo;Buffalo;subst;pl;m1;własna
Buffalo;Buffalo;subst;pl;m1;własna
Buffalo;Buffalo;subst;pl;m1;własna
Buffalo;Buffalo;subst;pl;m1;własna
Buffalo;Buffalo;depr;pl;m2;własna
Buffalo;Buffalo;subst;sg;m1;własna
Buffalo;Buffalo;subst;pl;m1;własna
Buffalo;Buffalo;subst;pl;m1;własna
Buffalo;Buffalo;subst;pl;m1;własna
Buffalo;Buffalo;subst;sg;m1;własna
Buffalo;Buffalo;depr;pl;m2;własna
Buffalo;Buffalo;subst;sg;m1;własna
Buffalo;Buffalo;subst;sg;m1;własna
Buffalo;Buffalo;subst;sg;m1;własna
Buffalo;Buffalo;subst;sg;m1;własna
Buffalo;Buffalo;subst;sg;m1;własna
bokserzy;bokser;subst;pl;m1;pospolita
boksera;bokser;subst;sg;m1;pospolita
bokserem;bokser;subst;sg;m1;pospolita
bokserzy;bokser;subst;pl;m1;pospolita
bokserowi;bokser;subst;sg;m1;pospolita
bokserów;bokser;subst;pl;m1;pospolita
boksera;bokser;subst;sg;m1;pospolita
bokserach;bokser;subst;pl;m1;pospolita
bokserom;bokser;subst;pl;m1;pospolita
bokserów;bokser;subst;pl;m1;pospolita
boksery;bokser;depr;pl;m2;pospolita
bokser;bokser;subst;sg;m1;pospolita
boksery;bokser;depr;pl;m2;pospolita
bokserze;bokser;subst;sg;m1;pospolita
bokserze;bokser;subst;sg;m1;pospolita
bokserami;bokser;subst;pl;m1;pospolita
bokserem;bokser;subst;sg;m2;pospolita
bokserach;bokser;subst;pl;m2;pospolita
bokserów;bokser;subst;pl;m2;pospolita
bokser;bokser;subst;sg;m2;pospolita
bokserowi;bokser;subst;sg;m2;pospolita
bokserom;bokser;subst;pl;m2;pospolita
boksera;bokser;subst;sg;m2;pospolita
boksera;bokser;subst;sg;m2;pospolita
bokserze;bokser;subst;sg;m2;pospolita
boksery;bokser;subst;pl;m2;pospolita
boksery;bokser;subst;pl;m2;pospolita
boksery;bokser;subst;pl;m2;pospolita
bokserami;bokser;subst;pl;m2;pospolita
bokserze;bokser;subst;sg;m2;pospolita
bokserem;bokser;subst;sg;m3;pospolita
bokser;bokser;subst;sg;m3;pospolita
bokserze;bokser;subst;sg;m3;pospolita
bokser;bokser;subst;sg;m3;pospolita
bokserom;bokser;subst;pl;m3;pospolita
boksera;bokser;subst;sg;m3;pospolita
bokserowi;bokser;subst;sg;m3;pospolita
bokserze;bokser;subst;sg;m3;pospolita
boksery;bokser;subst;pl;m3;pospolita
bokserami;bokser;subst;pl;m3;pospolita
bokserów;bokser;subst;pl;m3;pospolita
boksery;bokser;subst;pl;m3;pospolita
bokserach;bokser;subst;pl;m3;pospolita
boksery;bokser;subst;pl;m3;pospolita
Jackowi;Jack;subst;sg;m1;imię
Jacków;Jack;subst;pl;m1;imię
Jackami;Jack;subst;pl;m1;imię
Jacka;Jack;subst;sg;m1;imię
Jacka;Jack;subst;sg;m1;imię
Jack;Jack;subst;sg;m1;imię
Jacki;Jack;depr;pl;m2;imię
Jacku;Jack;subst;sg;m1;imię
Jackach;Jack;subst;pl;m1;imię
Jackom;Jack;subst;pl;m1;imię
Jacki;Jack;depr;pl;m2;imię
Jacku;Jack;subst;sg;m1;imię
Jackiem;Jack;subst;sg;m1;imię
Jacków;Jack;subst;pl;m1;imię
Jackowie;Jack;subst;pl;m1;imię
Jackowie;Jack;subst;pl;m1;imię
Dempseyom;Dempsey;subst;pl;m1;
Dempseye;Dempsey;depr;pl;m2;
Dempseyowi;Dempsey;subst;sg;m1;
Dempseyem;Dempsey;subst;sg;m1;
Dempseye;Dempsey;depr;pl;m2;
Dempseyach;Dempsey;subst;pl;m1;
Dempseya;Dempsey;subst;sg;m1;
Dempseya;Dempsey;subst;sg;m1;
Dempsey;Dempsey;subst;sg;m1;
Dempseyu;Dempsey;subst;sg;m1;
Dempseyu;Dempsey;subst;sg;m1;
Dempseyami;Dempsey;subst;pl;m1;
Dempseyów;Dempsey;subst;pl;m1;
Dempseyów;Dempsey;subst;pl;m1;
Dempseyowie;Dempsey;subst;pl;m1;
Dempseyowie;Dempsey;subst;pl;m1;
cza-czy;cza-cza;subst;sg;f;pospolita
cza-czy;cza-cza;subst;sg;f;pospolita
cza-czy;cza-cza;subst;sg;f;pospolita
cza-czy;cza-cza;subst;pl;f;pospolita
gangsterów;gangster;subst;pl;m1;pospolita
gangsterem;gangster;subst;sg;m1;pospolita
gangsterzy;gangster;subst;pl;m1;pospolita
gangsterami;gangster;subst;pl;m1;pospolita
gangsterów;gangster;subst;pl;m1;pospolita
gangsterach;gangster;subst;pl;m1;pospolita
gangstera;gangster;subst;sg;m1;pospolita
gangstera;gangster;subst;sg;m1;pospolita
gangsterowi;gangster;subst;sg;m1;pospolita
gangsterom;gangster;subst;pl;m1;pospolita
gangster;gangster;subst;sg;m1;pospolita
gangsterze;gangster;subst;sg;m1;pospolita
gangsterzy;gangster;subst;pl;m1;pospolita
gangstery;gangster;depr;pl;m2;pospolita
gangstery;gangster;depr;pl;m2;pospolita
gangsterze;gangster;subst;sg;m1;pospolita
Johnowi;John;subst;sg;m1;nazwisko
Johna;John;subst;sg;m1;nazwisko
Johny;John;depr;pl;m2;nazwisko
Johnem;John;subst;sg;m1;nazwisko
Johnom;John;subst;pl;m1;nazwisko
Johnie;John;subst;sg;m1;nazwisko
Johnie;John;subst;sg;m1;nazwisko
Johnów;John;subst;pl;m1;nazwisko
Johnowie;John;subst;pl;m1;nazwisko
Johnowie;John;subst;pl;m1;nazwisko
Johnów;John;subst;pl;m1;nazwisko
John;John;subst;sg;m1;nazwisko
Johna;John;subst;sg;m1;nazwisko
Johnach;John;subst;pl;m1;nazwisko
Johnami;John;subst;pl;m1;nazwisko
Johny;John;depr;pl;m2;nazwisko
Jamesie;James;subst;sg;m1;nazwisko
Jamesa;James;subst;sg;m1;nazwisko
Jamesie;James;subst;sg;m1;nazwisko
Jamesem;James;subst;sg;m1;nazwisko
Jamesach;James;subst;pl;m1;nazwisko
Jamesami;James;subst;pl;m1;nazwisko
Jamesa;James;subst;sg;m1;nazwisko
Jamesów;James;subst;pl;m1;nazwisko
Jamesowie;James;subst;pl;m1;nazwisko
Jamesowie;James;subst;pl;m1;nazwisko
Jamesowi;James;subst;sg;m1;nazwisko
Jamesom;James;subst;pl;m1;nazwisko
James;James;subst;sg;m1;nazwisko
Jamesy;James;depr;pl;m2;nazwisko
Jamesów;James;subst;pl;m1;nazwisko
Jamesy;James;depr;pl;m2;nazwisko
bratem;brat;subst;sg;m1;pospolita
Johnem;John;subst;sg;m1;nazwisko
urządzeniem;urządzenie;subst;sg;n2;pospolita
obrotów;obrót;subst;pl;m3;pospolita
obrót;obrót;subst;sg;m3;pospolita
obroty;obrót;subst;pl;m3;pospolita
obrotu;obrót;subst;sg;m3;pospolita
obroty;obrót;subst;pl;m3;pospolita
obroty;obrót;subst;pl;m3;pospolita
obrót;obrót;subst;sg;m3;pospolita
obrocie;obrót;subst;sg;m3;pospolita
obrotowi;obrót;subst;sg;m3;pospolita
obrocie;obrót;subst;sg;m3;pospolita
obrotom;obrót;subst;pl;m3;pospolita
obrotami;obrót;subst;pl;m3;pospolita
obrotach;obrót;subst;pl;m3;pospolita
obrotem;obrót;subst;sg;m3;pospolita
gotówki;gotówka;subst;pl;f;pospolita
gotówki;gotówka;subst;sg;f;pospolita
gotówki;gotówka;subst;pl;f;pospolita
gotówki;gotówka;subst;pl;f;pospolita
tego;to;subst;sg;n2;pospolita
temu;to;subst;sg;n2;pospolita
to;to;subst;sg;n2;pospolita
tym;to;subst;sg;n2;pospolita
tym;to;subst;sg;n2;pospolita
to;to;subst;sg;n2;pospolita
palących;paląca;subst;pl;f;pospolita
palącej;paląca;subst;sg;f;pospolita
paląca;paląca;subst;sg;f;pospolita
palącymi;paląca;subst;pl;f;pospolita
palących;paląca;subst;pl;f;pospolita
palącym;paląca;subst;pl;f;pospolita
paląca;paląca;subst;sg;f;pospolita
palące;paląca;subst;pl;f;pospolita
palące;paląca;subst;pl;f;pospolita
palące;paląca;subst;pl;f;pospolita
palącą;paląca;subst;sg;f;pospolita
palącą;paląca;subst;sg;f;pospolita
palącej;paląca;subst;sg;f;pospolita
palącej;paląca;subst;sg;f;pospolita
nadużycia;nadużycie;subst;sg;n2;pospolita
nadużycia;nadużycie;subst;pl;n2;pospolita
nadużycia;nadużycie;subst;pl;n2;pospolita
nadużycia;nadużycie;subst;pl;n2;pospolita
AL-i;AL;subst;pl;m3;własna
AMERBANK-i;AMERBANK;subst;pl;m3;organizacja
AMERBANK-i;AMERBANK;subst;pl;m3;organizacja
AMERBANK-i;AMERBANK;subst;pl;m3;organizacja
BASIC-i;BASIC;subst;pl;m3;pospolita
BASIC-i;BASIC;subst;pl;m3;pospolita
BASIC-i;BASIC;subst;pl;m3;pospolita
BIG-i;BIG;subst;pl;m3;pospolita
BIG-i;BIG;subst;pl;m3;pospolita
BIG-i;BIG;subst;pl;m3;pospolita
branle’i;branle;subst;pl;m2;pospolita
chippendale’i;chippendale;subst;pl;m2;pospolita
ChRL-i;ChRL;subst;pl;m3;geograficzna
CMYK-i;CMYK;subst;pl;m2;pospolita
CMYK-i;CMYK;subst;pl;m2;pospolita
CMYK-i;CMYK;subst;pl;m2;pospolita
COBOL-i;COBOL;subst;pl;m3;pospolita
DHL-i;DHL;subst;pl;m3;własna
DJ-i;DJ;subst;pl;m1;pospolita
DJ-i;DJ;subst;pl;m1;pospolita
EUROPOL-i;EUROPOL;subst;pl;m3;własna
FALCK-i;FALCK;subst;pl;m3;
FALCK-i;FALCK;subst;pl;m3;
FALCK-i;FALCK;subst;pl;m3;
GL-i;GL;subst;pl;m3;własna
Google’i;Google;subst;pl;m3;własna
Hawai'i;Hawai'i;subst;sg;f;geograficzna
Hawai'i;Hawai'i;subst;pl;f;geograficzna
Hawai'i;Hawai'i;subst;sg;f;geograficzna
Hawai'i;Hawai'i;subst;pl;f;geograficzna
Hawai'i;Hawai'i;subst;pl;f;geograficzna
Hawai'i;Hawai'i;subst;pl;f;geograficzna
Hawai'i;Hawai'i;subst;pl;f;geograficzna
Hawai'i;Hawai'i;subst;pl;f;geograficzna
Hawai'i;Hawai'i;subst;pl;f;geograficzna
Hawai'i;Hawai'i;subst;sg;f;geograficzna
Hawai'i;Hawai'i;subst;sg;f;geograficzna
Hawai'i;Hawai'i;subst;sg;f;geograficzna
Hawai'i;Hawai'i;subst;sg;f;geograficzna
Hawai'i;Hawai'i;subst;sg;f;geograficzna
HDL-i;HDL;subst;pl;m3;własna
HTML-i;HTML;subst;pl;m3;pospolita
IBL-i;IBL;subst;pl;m3;własna
IKE-i;IKEA;subst;sg;f;własna
IKE-i;IKEA;subst;sg;f;własna
IKE-i;IKEA;subst;sg;f;własna
IKE-i;IKEA;subst;pl;f;własna
joule’i;joule;subst;pl;m3;pospolita
KAI-i;KAI;subst;pl;m3;własna
KAL-i;KAL;subst;pl;m3;organizacja
KUL-i;KUL;subst;pl;m3;własna
LDL-i;LDL;subst;pl;m3;własna
LOK-i;LOK;subst;pl;m3;własna
LOK-i;LOK;subst;pl;m3;własna
LOK-i;LOK;subst;pl;m3;własna
MAL-i;MAL;subst;pl;m3;własna
MKOl-i;MKOl;subst;pl;m3;własna
MOK-i;MOK;subst;pl;m3;własna
MOK-i;MOK;subst;pl;m3;własna
MOK-i;MOK;subst;pl;m3;własna
MPiK-i;MPiK;subst;pl;m3;własna
MPiK-i;MPiK;subst;pl;m3;własna
MPiK-i;MPiK;subst;pl;m3;własna
NASK-i;NASK;subst;pl;m3;własna
NASK-i;NASK;subst;pl;m3;własna
NASK-i;NASK;subst;pl;m3;własna
NEC-i;NEC;subst;pl;m3;organizacja
NEC-i;NEC;subst;pl;m3;organizacja
NEC-i;NEC;subst;pl;m3;organizacja
NHL-i;NHL;subst;pl;m3;pospolita
NIK-i;NIK;subst;pl;m3;pospolita
NIK-i;NIK;subst;pl;m3;pospolita
NIK-i;NIK;subst;pl;m3;pospolita
NKOl-i;NKOl;subst;pl;m3;własna
OAPEC-i;OAPEC;subst;pl;m3;własna
OAPEC-i;OAPEC;subst;pl;m3;własna
OAPEC-i;OAPEC;subst;pl;m3;własna
OPEC-i;OPEC;subst;pl;m3;własna
OPEC-i;OPEC;subst;pl;m3;własna
OPEC-i;OPEC;subst;pl;m3;własna
PAI-i;PAI;subst;pl;m3;własna
PAL-i;PAL;subst;pl;m3;pospolita
PESEL-i;PESEL;subst;pl;m3;pospolita
PKOl-i;PKOl;subst;pl;m3;własna
PLL-i;PLL;subst;pl;m3;własna
PRL-i;PRL;subst;pl;m3;geograficzna
PRUDENTIAL-i;PRUDENTIAL;subst;pl;m3;
PSL-i;PSL;subst;pl;m3;pospolita
RAI-i;RAI;subst;pl;m3;własna
scrabble’i;scrabble;subst;pl;m2;pospolita
SDKPiL-i;SDKPiL;subst;pl;m3;własna
SGML-i;SGML;subst;pl;m3;pospolita
siècle’i;siècle;subst;pl;m3;pospolita
SKOK-i;SKOK;subst;pl;m3;własna
SKOK-i;SKOK;subst;pl;m3;własna
SKOK-i;SKOK;subst;pl;m3;własna
SOK-i;SOK;subst;pl;m3;własna
SOK-i;SOK;subst;pl;m3;własna
SOK-i;SOK;subst;pl;m3;własna
URL-i;URL;subst;pl;m3;pospolita
UŚl-i;UŚl;subst;pl;m3;własna
WIG-i;WIG;subst;pl;m3;pospolita
WIG-i;WIG;subst;pl;m3;pospolita
WIG-i;WIG;subst;pl;m3;pospolita
XML-i;XML;subst;pl;m3;pospolita
ZSL-i;ZSL;subst;pl;m3;własna
błędy;błąd;subst;pl;m3;pospolita
błędy;błąd;subst;pl;m3;pospolita
błędy;błąd;subst;pl;m3;pospolita
kasjerów;kasjer;subst;pl;m1;pospolita
kasjerów;kasjer;subst;pl;m1;pospolita
urządzenia;urządzenie;subst;pl;n2;pospolita
urządzeniach;urządzenie;subst;pl;n2;pospolita
urządzenia;urządzenie;subst;pl;n2;pospolita
urządzenia;urządzenie;subst;pl;n2;pospolita
urządzenia;urządzenie;subst;sg;n2;pospolita
urządzeniami;urządzenie;subst;pl;n2;pospolita
urządzeń;urządzenie;subst;pl;n2;pospolita
urządzenie;urządzenie;subst;sg;n2;pospolita
urządzeniu;urządzenie;subst;sg;n2;pospolita
urządzeniom;urządzenie;subst;pl;n2;pospolita
urządzeniem;urządzenie;subst;sg;n2;pospolita
urządzenie;urządzenie;subst;sg;n2;pospolita
urządzenie;urządzenie;subst;sg;n2;pospolita
urządzeniu;urządzenie;subst;sg;n2;pospolita
urządzeniem;urządzenie;subst;sg;n2;pospolita
do;do;subst;sg;n2;pospolita
do;do;subst;pl;n2;pospolita
do;do;subst;pl;n2;pospolita
do;do;subst;pl;n2;pospolita
do;do;subst;pl;n2;pospolita
do;do;subst;pl;n2;pospolita
do;do;subst;pl;n2;pospolita
do;do;subst;sg;n2;pospolita
do;do;subst;sg;n2;pospolita
do;do;subst;sg;n2;pospolita
do;do;subst;pl;n2;pospolita
do;do;subst;sg;n2;pospolita
do;do;subst;sg;n2;pospolita
do;do;subst;sg;n2;pospolita
zliczania;zliczanie;subst;pl;n2;pospolita
zliczania;zliczanie;subst;sg;n2;pospolita
zliczania;zliczanie;subst;pl;n2;pospolita
zliczania;zliczanie;subst;pl;n2;pospolita
obrotów;obrót;subst;pl;m3;pospolita
śruby;śruba;subst;pl;f;pospolita
śruby;śruba;subst;pl;f;pospolita
śruby;śruba;subst;sg;f;pospolita
śruby;śruba;subst;pl;f;pospolita
trzecie;trzeci;subst;pl;m3;pospolita
trzecie;trzeci;subst;pl;m3;pospolita
trzecie;trzeci;subst;pl;m3;pospolita
trzecie;trzeci;subst;pl;m2;pospolita
trzecie;trzeci;subst;pl;m2;pospolita
trzecie;trzeci;subst;pl;m2;pospolita
trzecie;trzecia;subst;pl;f;pospolita
trzecie;trzecia;subst;pl;f;pospolita
trzecie;trzecia;subst;pl;f;pospolita
sukcesy;sukces;subst;pl;m3;pospolita
sukcesy;sukces;subst;pl;m3;pospolita
sukcesu;sukces;subst;sg;m3;pospolita
sukcesy;sukces;subst;pl;m3;pospolita
prototypach;prototyp;subst;pl;m3;pospolita
prototypie;prototyp;subst;sg;m3;pospolita
prototyp;prototyp;subst;sg;m3;pospolita
prototyp;prototyp;subst;sg;m3;pospolita
prototypami;prototyp;subst;pl;m3;pospolita
prototypie;prototyp;subst;sg;m3;pospolita
